name,message,keywords,external_id,title,description,issue_type,issueID,paths,commitID,issueType,BugFix,Refactoring,Test,Feature,Documentation,Maintainance,Other,Refactoring_2,Refactoring_1_2
CommonsMath,Merged BinomialDistribution and BinomialDistributionImpl (MATH-711).ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1205963 13f79535-47bb-0310-9956-ffa450edef68s,MATH-711,MATH-711,Merge xxxDistribution and xxxDistributionImpl in package distribution,This ticket follows the general trend aiming at removing unnecessary interfaces. In this packages the concerned interfaces ares(/) {{BetaDistribution}}: done in r1205739s(/) {{BinomialDistribution}}: done in r1205963s(/) {{CauchyDistribution}}: done in r1206053s(/) {{ChiSquaredDistribution}}: done in r1206060s(/) {{ExponentialDistribution}}: done in r1206399s(/) {{FDistribution}}: done in r1206399s(/) {{GammaDistribution}}: done in r1206399s(/) {{HypergeometricDistribution}}: done in r1206406s(/) {{KolmogorovSmirnovDistribution}}: done in r1206425s(/) {{NormalDistribution}}: done in r1206421s(/) {{PascalDistribution}}: done in r1206421s(/) {{PoissonDistribution}}: done in r1206434s(/) {{TDistribution}}: done in r1206434s(/) {{WeibullDistribution}}: done in r1206434s(/) {{ZipfDistribution}}: done in r1206451sCorresponding implementations {{xxxDistributionImpl}} will be renamed {{xxxDistribution}}.,Improvement,58c1199711e1802cacc27467,src/test/java/org/apache/commons/math/random/RandomDataTest.java||src/main/java/org/apache/commons/math/random/RandomDataImpl.java||src/main/java/org/apache/commons/math/distribution/BinomialDistributionImpl.java||src/main/java/org/apache/commons/math/distribution/BinomialDistribution.java||src/test/java/org/apache/commons/math/distribution/BinomialDistributionTest.java,58bfd7b13cff546cd4b43612,Refact,0,1,1,0,1,0,0,1,1
CommonsMath,Extract classes out of SphericalPolygonsSet source file.ssNone of these classes required private access to thesSphericalPolygonsSet classs so they can be outsides simplifying thessource.ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1561506 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/main/java/org/apache/commons/math3/geometry/spherical/twod/Vertex.java||src/main/java/org/apache/commons/math3/geometry/spherical/twod/PropertiesComputer.java||src/main/java/org/apache/commons/math3/geometry/spherical/twod/SphericalPolygonsSet.java||src/main/java/org/apache/commons/math3/geometry/spherical/twod/Edge.java||src/test/java/org/apache/commons/math3/geometry/spherical/twod/SphericalPolygonsSetTest.java||src/main/java/org/apache/commons/math3/geometry/spherical/twod/EdgesBuilder.java,58bfd7a73cff546cceb42ca7,Refact,0,1,1,0,1,0,0,1,1
log4j,Typo corrections in method names.sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310985 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,tests/src/java/org/apache/joran/InterpreterTest.java||examples/src/joran/implicit/PrintMe.java||src/java/org/apache/joran/Interpreter.java||src/java/org/apache/log4j/joran/JoranConfigurator.java,58c8ec1ca2ce44391e3a1878,BugFix,1,1,1,0,1,0,0,1,1
oisafe,Completely refactored the import and backup threads.  Lint wasscomplaining about the Handler class should be static or leakssmight occur.   Switched to using AsyncTask.ssIt's actually more resilent to the Activity lifecycle.   Beforesthe onPause() would try to cancel the background thread.  Now itsuses a static to keep track of the AsyncTask.  Perhaps that shouldsbe in a bundle?ssBut now lint is perfectly happy with CategoryList.javas,,,,,,,Safe/src/org/openintents/safe/CategoryList.java,58c89233cba9df19683b58d9,Refact,0,1,0,0,1,0,0,1,1
CommonsMath,Corrected to camelCase some method names (MATH-677).ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1208293 13f79535-47bb-0310-9956-ffa450edef68s,MATH-677,MATH-677,"About package \"transform\"","Classes in package \"o.a.c.m.transform\" might require some changes in order to conform to goals set for the next major release.ssSome observations:s# Exceptions {color:red}done (see below){color}s## Should remove use of deprecated \"MathRuntimeException\"s## Should throw more specific \"Math...Exception\" instances instead of standard IAEs# Interface \"RealTransformer\" (and implementations) contain non-conformant method names (e.g. \"inversetransform\" instead of \"inverseTransform\"). {color:red}Fixed in {{r1208293}}.{color}s# \"FastFourierTransformer\":s## Methods \"mdfft\" and \"verifyDataSet\" take an argument of type \"Object\" (to allow an argument with an unspecified number of dimensions)s## The \"RootsOfUnity\" helper class could be moved to the \"complex\" package. {color:red}Done in {{r1238898}}{color}.s## For claritys multidimensional transform should be moved to a class of its own (and I also wonder whether the \"MultiDimensionalComplexMatrix\" name is not misleading)s# \"FastFourierTransformer\"s \"FastSineTranformer\" and \"FastCosineTranformer\" define public methods \"tranform2\" and \"inversetransform2\" but they are not part of an interface. {color:red}As of {{r1213157}}s these methods have been removeds and replaced by factory methods {{create()}} and {{createUnitary()}} (FFT) or {{createOrthogonal()}} (FCTs FST).{color}s# Code uses variables that start with an uppercase. {color:red}Fixeds together with various formatting issues.{color}s# \"FastHadamardTransformer\" contains illegible developer documentation (see Javadoc for protected method \"fht\"). {color:red}Tried to improve things in {{r1208986}}s but things are still a bit obscure. Besidess the link provided is broken. Will look into that.{color}",Improvement,58c11a3d11e1802cacc27de1,src/main/java/org/apache/commons/math/transform/FastHadamardTransformer.java||src/test/java/org/apache/commons/math/transform/FastSineTransformerTest.java||src/test/java/org/apache/commons/math/transform/FastFourierTransformerTest.java||src/test/java/org/apache/commons/math/transform/FastHadamardTransformerTest.java||src/main/java/org/apache/commons/math/transform/FastSineTransformer.java||src/test/java/org/apache/commons/math/transform/FastCosineTransformerTest.java||src/main/java/org/apache/commons/math/transform/FastFourierTransformer.java||src/main/java/org/apache/commons/math/transform/FastCosineTransformer.java||src/main/java/org/apache/commons/math/transform/RealTransformer.java,58bfd7af3cff546ccfb43425,Refact,0,1,1,0,1,0,0,1,1
log4j,Bug 35452: Move LocationInfo back to o.a.l.spissgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@360171 13f79535-47bb-0310-9956-ffa450edef68s,35452,35452,1.3 alpha 7 not compatible with older versions of log4j i.e 1.2.8,While trying to upgrade to 1.3alpha I get exceptions generated due to the sPriority class not having a DEBUG field when called from the commons-logging sjar file.ssI notice on decompilation that the Priority class now extends the Level class. sThis means that when I try to call a DEBUG level (or any other probably) I get sthe following error generated in my tomcat loggs (this is from an axis service)ss2005-06-21 19:46:21 StandardWrapperValve[AxisServlet]: Servlet.service() for sservlet AxisServlet threw exceptionsjavax.servlet.ServletException: Servlet execution threw an exceptions	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilters(ApplicationFilterChain.java:269)s	at org.apache.catalina.core.ApplicationFilterChain.access$000s(ApplicationFilterChain.java:98)s	at org.apache.catalina.core.ApplicationFilterChain$1.runs(ApplicationFilterChain.java:176)s	at java.security.AccessController.doPrivileged(Native Method)s	at org.apache.catalina.core.ApplicationFilterChain.doFilters(ApplicationFilterChain.java:172)s	at org.apache.catalina.core.StandardWrapperValve.invokes(StandardWrapperValve.java:256)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.catalina.core.StandardContextValve.invokes(StandardContextValve.java:191)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.valves.RequestFilterValve.processs(RequestFilterValve.java:336)s	at org.apache.catalina.valves.RemoteAddrValve.invokes(RemoteAddrValve.java:131)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:641)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.catalina.core.StandardContext.invokes(StandardContext.java:2416)s	at org.apache.catalina.core.StandardHostValve.invokes(StandardHostValve.java:180)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.valves.ErrorDispatcherValve.invokes(ErrorDispatcherValve.java:171)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:641)s	at org.apache.catalina.valves.ErrorReportValve.invokes(ErrorReportValve.java:172)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:641)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.catalina.core.StandardEngineValve.invokes(StandardEngineValve.java:174)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.coyote.tomcat4.CoyoteAdapter.services(CoyoteAdapter.java:223)s	at org.apache.coyote.http11.Http11Processor.processs(Http11Processor.java:601)s	at sorg.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.processConnectiosn(Http11Protocol.java:392)s	at org.apache.tomcat.util.net.TcpWorkerThread.runIts(PoolTcpEndpoint.java:565)s	at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.runs(ThreadPool.java:619)s	at java.lang.Thread.run(Thread.java:534)s----- Root Cause -----sjava.lang.NoSuchFieldError: DEBUGs	at org.apache.commons.logging.impl.Log4JLogger.debugs(Log4JLogger.java:137)s	at org.apache.axis.server.DefaultAxisServerFactory.getServers(DefaultAxisServerFactory.java:110)s	at org.apache.axis.server.AxisServer.getServer(AxisServer.java:111)s	at org.apache.axis.transport.http.AxisServletBase.getEngines(AxisServletBase.java:221)s	at org.apache.axis.transport.http.AxisServletBase.getEngines(AxisServletBase.java:187)s	at org.apache.axis.transport.http.AxisServlet.doGets(AxisServlet.java:224)s	at javax.servlet.http.HttpServlet.service(HttpServlet.java:740)s	at org.apache.axis.transport.http.AxisServletBase.services(AxisServletBase.java:339)s	at javax.servlet.http.HttpServlet.service(HttpServlet.java:853)s	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilters(ApplicationFilterChain.java:247)s	at org.apache.catalina.core.ApplicationFilterChain.access$000s(ApplicationFilterChain.java:98)s	at org.apache.catalina.core.ApplicationFilterChain$1.runs(ApplicationFilterChain.java:176)s	at java.security.AccessController.doPrivileged(Native Method)s	at org.apache.catalina.core.ApplicationFilterChain.doFilters(ApplicationFilterChain.java:172)s	at org.apache.catalina.core.StandardWrapperValve.invokes(StandardWrapperValve.java:256)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.catalina.core.StandardContextValve.invokes(StandardContextValve.java:191)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.valves.RequestFilterValve.processs(RequestFilterValve.java:336)s	at org.apache.catalina.valves.RemoteAddrValve.invokes(RemoteAddrValve.java:131)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:641)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.catalina.core.StandardContext.invokes(StandardContext.java:2416)s	at org.apache.catalina.core.StandardHostValve.invokes(StandardHostValve.java:180)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.valves.ErrorDispatcherValve.invokes(ErrorDispatcherValve.java:171)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:641)s	at org.apache.catalina.valves.ErrorReportValve.invokes(ErrorReportValve.java:172)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:641)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.catalina.core.StandardEngineValve.invokes(StandardEngineValve.java:174)s	at sorg.apache.catalina.core.StandardPipeline$StandardPipelineValveContext.invokeNexst(StandardPipeline.java:643)s	at org.apache.catalina.core.StandardPipeline.invokes(StandardPipeline.java:480)s	at org.apache.catalina.core.ContainerBase.invoke(ContainerBase.java:995)s	at org.apache.coyote.tomcat4.CoyoteAdapter.services(CoyoteAdapter.java:223)s	at org.apache.coyote.http11.Http11Processor.processs(Http11Processor.java:601)s	at sorg.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.processConnectiosn(Http11Protocol.java:392)s	at org.apache.tomcat.util.net.TcpWorkerThread.runIts(PoolTcpEndpoint.java:565)s	at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.runs(ThreadPool.java:619)s	at java.lang.Thread.run(Thread.java:534)ssIs there anyway to overcome this or do I need to wait for an official release ?,Bug,58e7a34a149d3275c027e173,tests/src/java/org/apache/log4j/spi/LoggingEventTest.java||src/java/org/apache/log4j/xml/XMLLayout.java||tests/witness/serialization/exception.bin||tests/witness/serialization/mdc.bin||src/java/org/apache/log4j/spi/location/LegacyExtractor.java||src/java/org/apache/log4j/db/DBReceiverJob.java||src/java/org/apache/log4j/pattern/FullLocationPatternConverter.java||src/java/org/apache/log4j/pattern/LineLocationPatternConverter.java||src/java/org/apache/log4j/xml/XMLDecoder.java||src/java/org/apache/log4j/spi/LoggingEvent.java||src/java/org/apache/log4j/lbel/comparator/MethodComparator.java||src/java/org/apache/log4j/pattern/ClassNamePatternConverter.java||tests/src/java/org/apache/log4j/spi/location/LocationInfoTest.java||src/java/org/apache/log4j/spi/location/StackTraceElementExtractor.java||src/java/org/apache/log4j/xml/UtilLoggingXMLDecoder.java||src/java/org/apache/log4j/db/CustomSQLDBReceiver.java||tests/witness/serialization/simple.bin||tests/witness/serialization/ndc.bin||src/java/org/apache/log4j/spi/LoggingEventFieldResolver.java||tests/src/java/org/apache/log4j/lbel/EventEvaluationTest.java||src/java/org/apache/log4j/db/DBAppender.java||src/java/org/apache/log4j/varia/LogFilePatternReceiver.java||src/java/org/apache/log4j/lbel/comparator/ClassComparator.java||src/java/org/apache/log4j/pattern/FileLocationPatternConverter.java||src/java/org/apache/log4j/spi/LocationInfo.java||tests/witness/serialization/location.bin||src/java/org/apache/log4j/pattern/MethodLocationPatternConverter.java||src/java/org/apache/log4j/filter/LocationInfoFilter.java,58c8ec17a2ce4439243a1583,BugFix,1,1,1,0,1,0,0,1,1
ant-ivy,simplify the code and add commentsssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@1051052 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/ivy/osgi/util/DelegetingHandler.java,58c898dec03bb43524bca4ba,Refact,0,1,0,0,0,0,0,1,1
log4j,Removed VersionHelper classes. Their functionality has been moved to thesLoader class.ssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309258 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/log4j/xml/DOMConfigurator.java||src/java/org/apache/log4j/spi/LoggingEvent.java||src/java/org/apache/log4j/helpers/VersionHelper11.java||src/java/org/apache/log4j/BasicConfigurator.java||src/java/org/apache/log4j/helpers/Makefile||src/java/org/apache/log4j/helpers/OptionConverter.java||src/java/org/apache/log4j/spi/LocationInfo.java||src/java/org/apache/log4j/helpers/Loader.java||src/java/org/apache/log4j/helpers/VersionHelper.java||src/java/org/apache/log4j/helpers/VersionHelper20.java,58c8ec2aa2ce44391e3a24ec,Refact,0,1,0,0,1,0,0,1,1
Zookeeper,ZOOKEEPER-2306: Remove file delete duplicate code from test codes(Arshad Mohammad via rgs)ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1718212 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-2306,ZOOKEEPER-2306,Remove file delete duplicate  code from test code,Code to delete a folder recursive is written in multiple test files. Following are the files containing the same piece of code.s{code}ssrc/java/systest/org/apache/zookeeper/test/system/QuorumPeerInstance.javassrc/java/test/org/apache/zookeeper/test/ClientBase.javassrc/java/test/org/apache/zookeeper/server/quorum/LearnerTest.javassrc/java/test/org/apache/zookeeper/server/quorum/Zab1_0Test.javas{code}sRemove duplicate code from these filess,Improvement,58bfd28c0ccb2667fe2752c8,src/java/test/org/apache/zookeeper/server/quorum/Zab1_0Test.java||src/java/test/org/apache/zookeeper/test/TestUtils.java||src/java/test/org/apache/zookeeper/server/quorum/LearnerTest.java||CHANGES.txt||src/java/test/org/apache/zookeeper/test/ClientBase.java||src/java/systest/org/apache/zookeeper/test/system/QuorumPeerInstance.java,58b938b2f04620b38efccfce,Refact;Test,0,1,1,0,1,1,0,1,1
oisafe,Clean up on ChangePass and ServiceDispatchImplssRemoved unused thread functions from ChangePass.  Added a few function comments and removed duplicate code in ServiceDispatchImpl.s,,,,,,,Safe/src/org/openintents/safe/ChangePass.java||Safe/src/org/openintents/safe/service/ServiceDispatchImpl.java,58c89233cba9df19403b58eb,,0,1,0,0,1,1,0,0,1
oisafe,Migrated Search to use Fragments.  OI Safe now uses the Support Library v4.s,,,,,,,Safe/src/org/openintents/safe/SearchFragment.java||Safe/libs/android-support-v4.jar||Safe/res/layout/search_fragment.xml,58c89234cba9df19413b598f,,0,1,0,0,1,1,0,0,1
log4j,Various cleanup.sDefined new method in Plugins isEquivalent().  Used by PluginRegistry to see if 2 plugins are equivalent.  Using this instead of overriding the equals() method which has too many implications to deal with normally.sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310139 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/log4j/plugins/PluginRegistry.java||src/java/org/apache/log4j/plugins/Plugin.java||src/java/org/apache/log4j/plugins/PluginSkeleton.java,58c8ec23a2ce4439263a1d6c,,0,1,0,0,1,1,0,0,1
velocity,minor fixes suggested by PMD. Typos fixed.ssssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/engine/trunk@447993 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/context/InternalContextBase.java||src/java/org/apache/velocity/app/FieldMethodizer.java||src/java/org/apache/velocity/runtime/resource/loader/DataSourceResourceLoader.java||src/java/org/apache/velocity/runtime/VelocimacroFactory.java||src/java/org/apache/velocity/runtime/directive/Macro.java||src/java/org/apache/velocity/util/introspection/MethodMap.java||src/java/org/apache/velocity/runtime/parser/node/ASTDirective.java||src/java/org/apache/velocity/servlet/VelocityServlet.java||src/java/org/apache/velocity/runtime/directive/Include.java||src/java/org/apache/velocity/anakia/Escape.java||src/java/org/apache/velocity/runtime/resource/loader/URLResourceLoader.java||src/java/org/apache/velocity/runtime/directive/VelocimacroProxy.java,58c9ef3fc8fb892071cbc573,,0,1,0,0,1,0,0,0,1
CommonsMath,* Fixed all checkstyle errors and eliminated redundant NaN checks.  Now haves100% test path coverage.ss* Used distribution framework TDistribution to implementsgetSlopeConfidenceInterval and getSignificance methods.ssPR: Issue #20657sObtained from: BugzillasSubmitted by: Phil SteitzsReviewed by: Tim O'Briensssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@140900 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/commons/math/stat/BivariateRegression.java||src/test/org/apache/commons/math/stat/BivariateRegressionTest.java,58bfd7cc3cff546cc9b4529e,,0,1,1,0,1,0,0,0,1
log4j,Rather than encapsulate the Logger name tree in justsa tree components encapsulate it in a Panel soswe can add some other functionality similarsto the way the Receiver panel works (a mini-toolbar etc).sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309936 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/log4j/chainsaw/LoggerNameTreePanel.java,58c8ec26a2ce4439233a1ff1,,0,1,0,0,1,0,1,0,1
oisafe,OI Safe: moved initializing the flipper to onResume() and added checks for if password retreival failedssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3010 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/src/org/openintents/safe/PassView.java||Safe/.project||Safe/.classpath,58c89235cba9df19663b59f6,,0,1,0,0,1,1,0,0,1
CommonsMath,MATH-792:s  - various methods to visit the entries of a RealVector (entries are unmodified)ss  - default implementation in RealVector abstract classss  - unit tests in abstract RealVectorAbstractClassss  - all XxxRealVectorTest classes now extend RealVectorAbstractClass.ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1343163 13f79535-47bb-0310-9956-ffa450edef68s,MATH-792,MATH-792,Implement the visitor pattern for vectors,This proposal results from MATH-765. {{RealVector}} should implement the visitor patterns like {{RealMatrix}} does.,Improvement,58c11abc11e1802cacc2862f,src/test/java/org/apache/commons/math3/linear/RealVectorTest.java||src/test/java/org/apache/commons/math3/linear/ArrayRealVectorTest.java||src/main/java/org/apache/commons/math3/linear/RealVectorPreservingVisitor.java||src/test/java/org/apache/commons/math3/linear/RealVectorAbstractTest.java||src/test/java/org/apache/commons/math3/linear/SparseRealVectorTest.java||src/main/java/org/apache/commons/math3/linear/RealVector.java,58bfd7af3cff546cceb435e3,,0,1,1,0,1,0,0,0,1
CommonsMath,Fixed checkstyle and javadoc warnings in package odessgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1240253 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/main/java/org/apache/commons/math/ode/ParameterizedWrapper.java||src/main/java/org/apache/commons/math/ode/MultistepIntegrator.java||src/main/java/org/apache/commons/math/ode/ParameterConfiguration.java,58bfd7af3cff546ccfb434a1,,0,1,0,0,1,0,0,0,1
CommonsMath,added a new DenseRealMatrix class intended to replace RealMatrixImplsthis class is more cache-friendly as it stores data from squares blockssin flattened arrays. This allows algorithms that need cross-directionsnavigation like multiplication or transpose) to be more efficient onsmodern processors.sssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@728185 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/commons/math/linear/MatrixUtils.java||src/java/org/apache/commons/math/linear/DenseRealMatrix.java||src/test/org/apache/commons/math/linear/MatrixUtilsTest.java||src/test/org/apache/commons/math/linear/DenseRealMatrixTest.java,58bfd7be3cff546cd9b443d7,,0,1,1,0,1,0,0,0,1
velocity,"Split the current node.Node into a velocity-specific node.Node whichsextends the (almost generic) Node.ssThis currently looks ugly because both interfaces are called \"Node\" but isskept deliberately because else it would break custom directives which uses...parser.node.Node as part of their method signature.ssssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/core/trunk@329445 13f79535-47bb-0310-9956-ffa450edef68s",,,,,,,src/java/org/apache/velocity/runtime/parser/node/ASTDivNode.java||src/java/org/apache/velocity/runtime/directive/VMProxyArg.java||src/java/org/apache/velocity/runtime/parser/node/ASTLTNode.java||src/java/org/apache/velocity/runtime/parser/node/SimpleNode.java||src/java/org/apache/velocity/runtime/directive/Literal.java||src/java/org/apache/velocity/runtime/parser/node/ASTObjectArray.java||src/java/org/apache/velocity/runtime/parser/node/Node.java||src/java/org/apache/velocity/runtime/parser/node/ASTAndNode.java||src/java/org/apache/velocity/runtime/parser/node/ASTMap.java||src/java/org/apache/velocity/runtime/parser/node/ASTIntegerRange.java||src/java/org/apache/velocity/runtime/parser/node/ASTLENode.java||src/java/org/apache/velocity/runtime/parser/node/ASTMulNode.java||src/java/org/apache/velocity/runtime/parser/node/ASTElseIfStatement.java||src/java/org/apache/velocity/runtime/parser/node/ASTNENode.java||src/java/org/apache/velocity/runtime/parser/node/ASTNotNode.java||src/java/org/apache/velocity/runtime/parser/node/ASTBlock.java||src/java/org/apache/velocity/runtime/parser/node/ASTExpression.java||src/java/org/apache/velocity/runtime/parser/node/ASTIfStatement.java||src/java/org/apache/velocity/runtime/parser/node/ASTAddNode.java||src/java/org/apache/velocity/runtime/directive/Macro.java||src/java/org/apache/velocity/runtime/parser/node/ASTSubtractNode.java||src/java/org/apache/velocity/runtime/directive/Foreach.java||src/java/org/apache/velocity/runtime/directive/Parse.java||src/java/org/apache/velocity/runtime/parser/Node.java||src/java/org/apache/velocity/runtime/parser/node/ASTOrNode.java||src/java/org/apache/velocity/runtime/directive/Include.java||src/java/org/apache/velocity/runtime/parser/node/ASTModNode.java||src/java/org/apache/velocity/runtime/parser/node/ASTSetDirective.java||src/java/org/apache/velocity/runtime/parser/node/ASTEQNode.java||src/java/org/apache/velocity/runtime/parser/node/ASTGENode.java||src/java/org/apache/velocity/runtime/parser/node/ASTReference.java||build/build.xml||src/java/org/apache/velocity/runtime/parser/node/ASTGTNode.java||src/java/org/apache/velocity/runtime/parser/node/ASTMethod.java||src/java/org/apache/velocity/runtime/directive/VelocimacroProxy.java,58c9ef3dc8fb892072cbc087,,0,1,0,0,1,1,0,0,1
CommonsMath,"Variable visibility: \"protected\" -> \"private\". Added getter methods.sssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1296553 13f79535-47bb-0310-9956-ffa450edef68s",,,,,,,src/main/java/org/apache/commons/math3/optimization/linear/SimplexSolver.java||src/main/java/org/apache/commons/math3/optimization/linear/AbstractLinearOptimizer.java,58bfd7b03cff546cc8b4359e,,0,1,0,0,1,0,0,0,1
velocity,No functional changes.  Aligned var decls with convention.sPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73925 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/runtime/parser/Parser.jjt||src/java/org/apache/velocity/runtime/parser/Parser.jj||src/java/org/apache/velocity/runtime/parser/Parser.java||src/java/org/apache/velocity/runtime/parser/ParserTokenManager.java,58c9ef49c8fb892078cbc760,,0,1,0,0,1,0,0,0,1
